"subject" "activity_name" "tBodyAcc.mean.X" "tBodyAcc.mean.Y" "tBodyAcc.mean.Z" "tBodyAcc.std.X" "tBodyAcc.std.Y" "tBodyAcc.std.Z" "tGravityAcc.mean.X" "tGravityAcc.mean.Y" "tGravityAcc.mean.Z" "tGravityAcc.std.X" "tGravityAcc.std.Y" "tGravityAcc.std.Z" "tBodyAccJerk.mean.X" "tBodyAccJerk.mean.Y" "tBodyAccJerk.mean.Z" "tBodyAccJerk.std.X" "tBodyAccJerk.std.Y" "tBodyAccJerk.std.Z" "tBodyGyro.mean.X" "tBodyGyro.mean.Y" "tBodyGyro.mean.Z" "tBodyGyro.std.X" "tBodyGyro.std.Y" "tBodyGyro.std.Z" "tBodyGyroJerk.mean.X" "tBodyGyroJerk.mean.Y" "tBodyGyroJerk.mean.Z" "tBodyGyroJerk.std.X" "tBodyGyroJerk.std.Y" "tBodyGyroJerk.std.Z" "tBodyAccMag.mean" "tBodyAccMag.std" "tGravityAccMag.mean" "tGravityAccMag.std" "tBodyAccJerkMag.mean" "tBodyAccJerkMag.std" "tBodyGyroMag.mean" "tBodyGyroMag.std" "tBodyGyroJerkMag.mean" "tBodyGyroJerkMag.std" "fBodyAcc.mean.X" "fBodyAcc.mean.Y" "fBodyAcc.mean.Z" "fBodyAcc.std.X" "fBodyAcc.std.Y" "fBodyAcc.std.Z" "fBodyAccJerk.mean.X" "fBodyAccJerk.mean.Y" "fBodyAccJerk.mean.Z" "fBodyAccJerk.std.X" "fBodyAccJerk.std.Y" "fBodyAccJerk.std.Z" "fBodyGyro.mean.X" "fBodyGyro.mean.Y" "fBodyGyro.mean.Z" "fBodyGyro.std.X" "fBodyGyro.std.Y" "fBodyGyro.std.Z" "fBodyAccMag.mean" "fBodyAccMag.std" "fBodyBodyAccJerkMag.mean" "fBodyBodyAccJerkMag.std" "fBodyBodyGyroMag.mean" "fBodyBodyGyroMag.std" "fBodyBodyGyroJerkMag.mean" "fBodyBodyGyroJerkMag.std" "label"
17 NA 0.274029548065217 -0.0175416045074728 -0.109199853130082 -0.608455243870734 -0.567005319464348 -0.660582755619022 0.69893741138587 -0.013734698125 -0.0177042428953804 -0.971771652907609 -0.958810046467391 -0.949039213831522 0.0814060565059783 0.00848949673339674 0.00270288011005435 -0.682603096154891 -0.668693821044565 -0.813339560652174 -0.0146686177049565 -0.082710926198038 0.077025064375462 -0.759011119945652 -0.764867040625 -0.720741038680163 -0.107854170946467 -0.039171944702962 -0.0508496510874185 -0.788387981630435 -0.825988662771739 -0.808251302907609 -0.568367244093859 -0.636074477703533 -0.568367244093859 -0.636074477703533 -0.696465197235054 -0.693946394750815 -0.676185123284103 -0.750145260967391 -0.810438232853261 -0.825255969701087 -0.651780423718288 -0.601741376260245 -0.718947424896739 -0.59351017342337 -0.576930056063587 -0.656622932009511 -0.716681622653533 -0.694754837788043 -0.802528785896739 -0.67654494089212 -0.663158393238587 -0.822801747581522 -0.728710411180707 -0.774745258994565 -0.726857840652174 -0.770057225710326 -0.761335243695652 -0.745101477910326 -0.646189154826902 -0.687536943227717 -0.697575558993207 -0.692595778979891 -0.769498551467391 -0.782232494673913 -0.829124468315217 -0.833701023152174 3.71467391304348
19 NA 0.269723487105556 -0.0182031515710306 -0.118277180099383 -0.574658922919194 -0.507035084992639 -0.649184726556944 0.475323016 0.0964052626666667 0.233011401195083 -0.958290447861111 -0.95925383425 -0.94180028475 0.0774171147766389 0.0115812421960876 -0.00186198850195833 -0.571088266146083 -0.571311190432222 -0.705342976190833 -0.0385723953346511 -0.0681420603177778 0.0883609591559167 -0.637789914575556 -0.643866300560306 -0.645682212189167 -0.0895939425055556 -0.0383208736670278 -0.0569649444286944 -0.618836206634444 -0.725991380623889 -0.686684583831583 -0.531507362111361 -0.599552767486306 -0.531507362111361 -0.599552767486306 -0.5762252472125 -0.601918552871944 -0.548919668132222 -0.610093380740278 -0.683436541824444 -0.7255986988425 -0.587050355097528 -0.521888076609778 -0.647026298284028 -0.5708979748225 -0.530901585022361 -0.680291382637222 -0.593157169174611 -0.596694943936944 -0.680924493180556 -0.586910128980833 -0.572596722878 -0.728521901498861 -0.553089575942778 -0.641337299817778 -0.602625307818389 -0.666071315599889 -0.650105402347778 -0.694729075491667 -0.556404444967972 -0.689860920113889 -0.576064647812278 -0.641089005857778 -0.636287999799167 -0.662325968145833 -0.719519008752778 -0.754223739441667 3.9
21 NA 0.277466525522059 -0.0176664578561765 -0.10877848058848 -0.672323867377451 -0.565585190336299 -0.669621813176471 0.645775957808824 -0.0750963071446078 0.0321851774362745 -0.965586634460784 -0.969330818455882 -0.953093993308823 0.0822207874776961 0.00350107553584853 -0.010659072671299 -0.699763344205784 -0.66515912310562 -0.78182390148299 -0.0276346639303578 -0.0784719736838971 0.0861212668362745 -0.79617228689951 -0.765057760637255 -0.701642028499559 -0.100558317889216 -0.0408236141863333 -0.0533861046416422 -0.792483156720588 -0.815859336004902 -0.812017312181373 -0.620309259553676 -0.6601960145 -0.620309259553676 -0.6601960145 -0.703461275879657 -0.680069218953922 -0.693779224517157 -0.761303119652451 -0.807817403137255 -0.82408989995098 -0.693486097144118 -0.59377821414902 -0.707713799021814 -0.665349663426471 -0.578748586831863 -0.675588192778676 -0.71641413145049 -0.678615118728922 -0.767351986555392 -0.709800728388235 -0.674102360655147 -0.794922813673627 -0.752040828651961 -0.759325714811275 -0.709471420465686 -0.811026710110294 -0.771388318823529 -0.728319304730637 -0.658664719514706 -0.714345739215931 -0.679742584809363 -0.683725127418382 -0.776473060171569 -0.793158526279412 -0.826275026053922 -0.834949863259804 3.93627450980392
22 NA 0.274767690046106 -0.0168273604077383 -0.108670376782866 -0.546089975548692 -0.491188426241526 -0.65508967878972 0.609390874922118 0.0315098683115265 0.23588786398215 -0.95850446411215 -0.957323093436449 -0.939081026109034 0.0791031130417757 0.0152572466619626 -0.0072287329753271 -0.584963756862305 -0.560470117123364 -0.760468444299065 -0.00800630644716511 -0.0949661116922118 0.0812406584647975 -0.695919202960436 -0.784052281090343 -0.654458016208723 -0.109257561827445 -0.0384616223750156 -0.0582144293519003 -0.708898710199377 -0.859924419844237 -0.742272774987539 -0.504099198287601 -0.595953853592586 -0.504099198287601 -0.595953853592586 -0.609772829890966 -0.589823140414673 -0.637666108456075 -0.67637856158162 -0.794681311214953 -0.82649344800623 -0.594929652065732 -0.508172778206231 -0.687320961149533 -0.528958812567601 -0.51558097336324 -0.665516999699377 -0.60425320237352 -0.574318114038941 -0.739701808286604 -0.602457991412617 -0.576391814080349 -0.780252702647975 -0.639575654479751 -0.79139974588785 -0.643363339819315 -0.714977903442368 -0.782046079563863 -0.690679448900312 -0.574333164853583 -0.673896212809346 -0.585442501515888 -0.599286879114019 -0.728166770031153 -0.699600086233645 -0.830191956697819 -0.835597218255452 3.8411214953271
23 NA 0.273493254730108 -0.019589258786828 -0.109093982385242 -0.622594039757258 -0.532078546615699 -0.450557203409946 0.662324737580645 0.0146209197354839 0.0518662466372043 -0.964393040295699 -0.960318907096774 -0.934236146612903 0.0778588215843817 0.0200470964972984 -0.000717680881887096 -0.608183751830914 -0.61898123051828 -0.603048769571532 -0.0220890418013172 -0.0825972963754032 0.074694942324328 -0.755738625241935 -0.500338191139785 -0.609683451821774 -0.0966990737225806 -0.0432722741798387 -0.0621959093526344 -0.728692138333333 -0.546043593651882 -0.740518145887097 -0.532754757205108 -0.56557562579215 -0.532754757205108 -0.56557562579215 -0.58640067170914 -0.55872531418629 -0.544207964433387 -0.541949073660753 -0.623412641977151 -0.573942888021613 -0.599080886430645 -0.548483208943548 -0.49021281618414 -0.633839114436559 -0.554471679592177 -0.474767543716048 -0.617521836605645 -0.628231338392742 -0.578870810235484 -0.635054351475538 -0.636977610060753 -0.627540367652688 -0.685136501518817 -0.497783811010484 -0.617685416736559 -0.779197054064516 -0.50785054741371 -0.644131036807258 -0.529029284118011 -0.657048917971505 -0.542663319457527 -0.583832309145968 -0.534657191683602 -0.632288527203763 -0.584111049810215 -0.593735302105376 3.6747311827957
25 NA 0.275301467772127 -0.0193221769314914 -0.10962903098044 -0.716264537547677 -0.531421035602689 -0.64709556105868 0.672386622127139 0.0471601427530562 0.239226040930391 -0.950017091344743 -0.901088770963325 -0.880682330706602 0.0817657442063814 0.00638633884442543 -0.010346171499489 -0.79682335007335 -0.722502919364303 -0.860669382640587 -0.00298151164792176 -0.083900354157824 0.0993606079900489 -0.683131970775061 -0.752261013276284 -0.74741022 -0.108263884562298 -0.0389884753435208 -0.0555782223647433 -0.768682473178484 -0.902628080757946 -0.831848667286064 -0.583377749713936 -0.659015505611247 -0.583377749713936 -0.659015505611247 -0.783445354474328 -0.780451867848411 -0.625733064258924 -0.68515279467066 -0.849630706259169 -0.872776184449878 -0.748416509682152 -0.600027697242054 -0.738509947579462 -0.705223686579951 -0.529064652290954 -0.630224637674572 -0.804144642836186 -0.740570312249389 -0.849504849486553 -0.807712525721271 -0.721707668572127 -0.870541516210269 -0.672197763601467 -0.81313379207824 -0.746832213594132 -0.690398481943765 -0.723584437530562 -0.771208929095355 -0.69501971 -0.695367928718826 -0.779190075892421 -0.783547229755501 -0.754236109755501 -0.697213120366748 -0.875970674743276 -0.877714953691932 3.53545232273839
26 NA 0.2730365808625 -0.0161687277463495 -0.107637894928571 -0.623101031168367 -0.585967142418112 -0.70498062744898 0.615123534668367 0.10870478277551 0.234107010472449 -0.96781789994898 -0.959713562227041 -0.955643363545918 0.0808743261341837 0.00767709978181122 -0.00724891943768878 -0.682815652993112 -0.678386582086227 -0.778349460841837 -0.020659932105102 -0.0827415060904082 0.0917853294044643 -0.766673970339286 -0.800675471045918 -0.703347205619898 -0.0988125627461224 -0.040476400288852 -0.0558282743354031 -0.732321370690816 -0.836112175331633 -0.773101524821429 -0.600932264175765 -0.620355788665816 -0.600932264175765 -0.620355788665816 -0.694917859209184 -0.677426336392347 -0.694597662936224 -0.751833690215051 -0.798325916709184 -0.818279112908163 -0.65109030186199 -0.610425833240306 -0.724046087155612 -0.61349959767602 -0.600274809826275 -0.718490475765306 -0.699413168295663 -0.696726473912755 -0.76956529125 -0.694314518927551 -0.6803580612 -0.78604912494898 -0.703109561068878 -0.799353075357143 -0.689404846813776 -0.78740310059949 -0.803635337372449 -0.735942384438775 -0.6317569828625 -0.673917799546684 -0.679278323637755 -0.678025758312755 -0.770504884821429 -0.782624320831633 -0.823865297193878 -0.823991408418367 3.71683673469388
27 NA 0.277264567074468 -0.0167969215592152 -0.110848300413564 -0.660976085218085 -0.630460488658511 -0.68321532587766 0.627230079867021 0.032242387143617 0.14116869604876 -0.974620173404255 -0.972505174787234 -0.959200394414894 0.0768320396617021 0.00617714992829521 -0.00495000607441489 -0.700549974357447 -0.674792293475665 -0.783632076781915 -0.0608887602789628 -0.0552177945716489 0.108947089653191 -0.795853557018617 -0.802048718989362 -0.674128512103723 -0.0893066039356303 -0.0450414487725798 -0.0586254676047872 -0.8210758325 -0.837320211489362 -0.782945588829787 -0.627947737417819 -0.677874152031915 -0.627947737417819 -0.677874152031915 -0.70180744799867 -0.696003354282979 -0.694016019806117 -0.754713306440957 -0.823067662473404 -0.837212879564096 -0.681454795855319 -0.641267840429521 -0.715482857547872 -0.654659392263298 -0.649506674776596 -0.692130765962766 -0.714554678365692 -0.694509658473138 -0.76857445225266 -0.712857956529255 -0.675744794384309 -0.797303408218085 -0.768505711292553 -0.795433953608777 -0.702788513114362 -0.806288410297872 -0.808791849202128 -0.697147299066489 -0.667185803946808 -0.734883056953989 -0.688572791044947 -0.707531366315426 -0.785953610106383 -0.777810418832447 -0.837585999827128 -0.848260021656915 3.76329787234043
28 NA 0.277532554764398 -0.0191721442063089 -0.109710873104188 -0.649040391307853 -0.573651895933508 -0.685821415026178 0.62376789513089 -0.14757775521466 -0.0469931021049738 -0.973873328062827 -0.960365626256545 -0.946225637251309 0.0807263062382199 0.0138224436546073 0.000824208324801046 -0.680813725392147 -0.651619848945026 -0.800870581884817 -0.064496354556466 -0.0471474023101021 0.100840281329581 -0.740276591873298 -0.741285540196335 -0.669789662889791 -0.0881213551172775 -0.0447972595862042 -0.0607680707408115 -0.720515676293194 -0.825038783246073 -0.769755981125654 -0.610030902501309 -0.635821226515969 -0.610030902501309 -0.635821226515969 -0.689429387759162 -0.687703433627487 -0.648538641430367 -0.710956808836911 -0.78929494326178 -0.805738383010471 -0.654156519193717 -0.584932500113874 -0.715134474431937 -0.647807192984293 -0.595110472615916 -0.695767279528796 -0.686723799059424 -0.670718095926963 -0.779061720358639 -0.704073382410995 -0.654855915271466 -0.821715494424084 -0.674356656020942 -0.747067907931937 -0.673513886890838 -0.762030978010471 -0.740819453429319 -0.700291282881152 -0.628763247405236 -0.696993999667801 -0.675428720467801 -0.706415829342932 -0.73790809206911 -0.743784612693717 -0.806882151753927 -0.818448508376963 3.81413612565445
29 NA 0.279111521944767 -0.018471953048314 -0.108675612269477 -0.574295395364826 -0.598400275636657 -0.606461283926453 0.683067625610465 0.115489757911628 0.208215370043721 -0.973282885843023 -0.964643161017442 -0.941621790232558 0.0788382324713372 0.00900161248883721 -0.00355290542467733 -0.623456414216366 -0.635499779848779 -0.793746797790698 -0.0101831910869331 -0.0882883296441861 0.0881626266546221 -0.73469927369157 -0.634569173421512 -0.713864583982558 -0.100707751809855 -0.0464322029527616 -0.052785999031686 -0.736117664139535 -0.853639613139535 -0.770221314302326 -0.553585593347965 -0.579067216088081 -0.553585593347965 -0.579067216088081 -0.664538060484884 -0.620472049862791 -0.602228993700349 -0.653732301592151 -0.802293906366279 -0.840156364186047 -0.579901000186134 -0.587686308146221 -0.680547675465116 -0.5727879490375 -0.630978844851831 -0.602550925183721 -0.629875853152035 -0.641289075786337 -0.768433928313954 -0.651564188964826 -0.655526116655523 -0.818292780813954 -0.685747413486628 -0.735972301656977 -0.689221357718023 -0.752567831707849 -0.588857987485174 -0.749163172296512 -0.589294014734302 -0.639314176054942 -0.609879937469099 -0.636434470547384 -0.722018434984302 -0.671454324368401 -0.840464164156977 -0.851462426569767 3.70348837209302
30 NA 0.276305836721932 -0.0175856077340209 -0.10589355727859 -0.615890785389034 -0.519047387875457 -0.522643273772115 0.696858200678851 0.0512698188974987 0.184343178348037 -0.974319118563969 -0.952288292767624 -0.92943263464752 0.0734799270148825 0.00730438257971279 -0.000653871890373369 -0.679007254150131 -0.6607705539047 -0.781644485013055 -0.0354229280326632 -0.0717482452402089 0.0834544586693995 -0.671005846122715 -0.538990663942298 -0.589783442185379 -0.0926769005274151 -0.0412903779669452 -0.0493556177875196 -0.780636429556136 -0.79894807305483 -0.76322854691906 -0.538131194183003 -0.588158111633681 -0.538131194183003 -0.588158111633681 -0.697050126998956 -0.658972148093473 -0.510032754098198 -0.573779428671018 -0.785870931331593 -0.810398514673629 -0.635650125322193 -0.55849001001906 -0.634958546900783 -0.609238911508407 -0.531321491840992 -0.506570361273995 -0.685307771157441 -0.671673670524282 -0.755432212793734 -0.701879208571802 -0.672622022924282 -0.807184940939948 -0.667418236692689 -0.629910665959817 -0.615699347830287 -0.676801995680601 -0.496310421449608 -0.620253390415144 -0.600372067046214 -0.646522810920757 -0.656339723754047 -0.664600262443812 -0.669600510563003 -0.589192650089817 -0.811292332428198 -0.822805618746736 3.50913838120104
